GO.ID	Term	Annotated	Count	Expected	p-value	q-value	Aspect	Genes	Origin input
GO:0009987	cellular process	15094	93	75.41	0.00096	6.951e-02	P	AT1G05100, AT1G05300, AT1G07230, AT1G07920, AT1G07930, AT1G07940, AT1G16380, AT1G20080, AT1G23390, AT1G29910, AT1G29920, AT1G29930, AT1G29950, AT1G32510, AT1G48050, AT1G48470, AT1G54330, AT1G62430, AT1G63640, AT1G66070, AT1G66200, AT1G67700, AT1G68610, AT1G71990, AT1G74380, AT1G76680, AT1G76690, AT1G79400, AT2G01140, AT2G13620, AT2G16970, AT2G16980, AT2G16990, AT2G20990, AT2G26870, AT2G28190, AT2G30490, AT2G32270, AT2G32510, AT2G34420, AT2G34430, AT2G34690, AT2G37040, AT2G40360, AT3G03200, AT3G03530, AT3G03540, AT3G06910, AT3G10340, AT3G17730, AT3G17820, AT3G21250, AT3G21820, AT3G48560, AT3G48610, AT3G53260, AT3G56800, AT3G57600, AT3G60160, AT3G62880, AT4G00690, AT4G14640, AT4G15880, AT4G17980, AT4G19600, AT4G22340, AT4G26890, AT4G30950, AT4G33520, AT4G38970, AT5G07720, AT5G08300, AT5G09290, AT5G09740, AT5G13930, AT5G16570, AT5G17260, AT5G21274, AT5G23250, AT5G35630, AT5G37475, AT5G37600, AT5G41310, AT5G42210, AT5G45190, AT5G46590, AT5G55090, AT5G60390, AT5G62440, AT5G63980, AT5G63990, AT5G64000, AT5G64610	AT1G05100, AT1G05300, AT1G07230, AT1G07920, AT1G07930, AT1G07940, AT1G16380, AT1G20080, AT1G23390, AT1G29910, AT1G29920, AT1G29930, AT1G29950, AT1G32510, AT1G48050, AT1G48470, AT1G54330, AT1G62430, AT1G63640, AT1G66070, AT1G66200, AT1G67700, AT1G68610, AT1G71990, AT1G74380, AT1G76680, AT1G76690, AT1G79400, AT2G01140, AT2G13620, AT2G16970, AT2G16980, AT2G16990, AT2G20990, AT2G26870, AT2G28190, AT2G30490, AT2G32270, AT2G32510, AT2G34420, AT2G34430, AT2G34690, AT2G37040, AT2G40360, AT3G03200, AT3G03530, AT3G03540, AT3G06910, AT3G10340, AT3G17730, AT3G17820, AT3G21250, AT3G21820, AT3G48560, AT3G48610, AT3G53260, AT3G56800, AT3G57600, AT3G60160, AT3G62880, AT4G00690, AT4G14640, AT4G15880, AT4G17980, AT4G19600, AT4G22340, AT4G26890, AT4G30950, AT4G33520, AT4G38970, AT5G07720, AT5G08300, AT5G09290, AT5G09740, AT5G13930, AT5G16570, AT5G17260, AT5G21274, AT5G23250, AT5G35630, AT5G37475, AT5G37600, AT5G41310, AT5G42210, AT5G45190, AT5G46590, AT5G55090, AT5G60390, AT5G62440, AT5G63980, AT5G63990, AT5G64000, AT5G64610
GO:0006655	phosphatidylglycerol biosynthetic process	10	2	0.05	0.00109	7.794e-02	P	AT1G62430, AT4G22340	AT1G62430, AT4G22340
GO:0006629	lipid metabolic process	1103	14	5.51	0.00126	8.898e-02	P	AT1G07230, AT1G62430, AT1G76680, AT1G76690, AT2G26870, AT3G03530, AT3G03540, AT3G48610, AT4G22340, AT4G30950, AT5G09290, AT5G63980, AT5G63990, AT5G64000	AT1G07230, AT1G62430, AT1G76680, AT1G76690, AT2G26870, AT3G03530, AT3G03540, AT3G48610, AT4G22340, AT4G30950, AT5G09290, AT5G63980, AT5G63990, AT5G64000
GO:0042537	benzene-containing compound metabolic process	43	3	0.21	0.0013	8.989e-02	P	AT2G37040, AT3G10340, AT3G53260	AT2G37040, AT3G10340, AT3G53260
GO:0046471	phosphatidylglycerol metabolic process	11	2	0.05	0.00132	8.989e-02	P	AT1G62430, AT4G22340	AT1G62430, AT4G22340
GO:0080186	developmental vegetative growth	11	2	0.05	0.00132	8.989e-02	P	AT1G62430, AT4G22340	AT1G62430, AT4G22340
GO:0000902	cell morphogenesis	436	8	2.18	0.0016	1.077e-01	P	AT1G07920, AT1G07930, AT1G07940, AT4G19600, AT5G37600, AT5G45190, AT5G60390, AT5G63980	AT1G07920, AT1G07930, AT1G07940, AT4G19600, AT5G37600, AT5G45190, AT5G60390, AT5G63980
GO:0044281	small molecule metabolic process	1964	20	9.81	0.00178	1.184e-01	P	AT1G48470, AT1G66200, AT1G76680, AT1G76690, AT2G01140, AT2G30490, AT2G37040, AT3G10340, AT3G17820, AT3G48560, AT3G53260, AT4G30950, AT4G38970, AT5G08300, AT5G13930, AT5G16570, AT5G23250, AT5G35630, AT5G37600, AT5G63980	AT1G48470, AT1G66200, AT1G76680, AT1G76690, AT2G01140, AT2G30490, AT2G37040, AT3G10340, AT3G17820, AT3G48560, AT3G53260, AT4G30950, AT4G38970, AT5G08300, AT5G13930, AT5G16570, AT5G23250, AT5G35630, AT5G37600, AT5G63980
GO:0060560	developmental growth involved in morphogenesis	347	7	1.73	0.00184	1.209e-01	P	AT1G07920, AT1G07930, AT1G07940, AT1G74380, AT5G37600, AT5G60390, AT5G63980	AT1G07920, AT1G07930, AT1G07940, AT1G74380, AT5G37600, AT5G60390, AT5G63980
GO:0023014	signal transduction by protein phosphorylation	104	4	0.52	0.00186	1.209e-01	P	AT1G05100, AT2G32510, AT4G26890, AT5G55090	AT1G05100, AT2G32510, AT4G26890, AT5G55090
GO:0040007	growth	678	10	3.39	0.00219	1.408e-01	P	AT1G07920, AT1G07930, AT1G07940, AT1G62430, AT1G74380, AT2G30490, AT4G22340, AT5G37600, AT5G60390, AT5G63980	AT1G07920, AT1G07930, AT1G07940, AT1G62430, AT1G74380, AT2G30490, AT4G22340, AT5G37600, AT5G60390, AT5G63980
GO:0009698	phenylpropanoid metabolic process	185	5	0.92	0.00241	1.532e-01	P	AT2G30490, AT2G37040, AT3G10340, AT3G53260, AT5G13930	AT2G30490, AT2G37040, AT3G10340, AT3G53260, AT5G13930
GO:0032989	cellular component morphogenesis	471	8	2.35	0.00258	1.622e-01	P	AT1G07920, AT1G07930, AT1G07940, AT4G19600, AT5G37600, AT5G45190, AT5G60390, AT5G63980	AT1G07920, AT1G07930, AT1G07940, AT4G19600, AT5G37600, AT5G45190, AT5G60390, AT5G63980
GO:0030154	cell differentiation	822	11	4.11	0.00282	1.747e-01	P	AT1G07920, AT1G07930, AT1G07940, AT1G68610, AT1G74380, AT3G03200, AT4G19600, AT5G17260, AT5G37600, AT5G45190, AT5G60390	AT1G07920, AT1G07930, AT1G07940, AT1G68610, AT1G74380, AT3G03200, AT4G19600, AT5G17260, AT5G37600, AT5G45190, AT5G60390
GO:0042908	xenobiotic transport	16	2	0.08	0.00284	1.747e-01	P	AT3G21250, AT3G60160	AT3G21250, AT3G60160
GO:0016024	CDP-diacylglycerol biosynthetic process	17	2	0.08	0.00321	1.933e-01	P	AT1G62430, AT4G22340	AT1G62430, AT4G22340
GO:0046341	CDP-diacylglycerol metabolic process	17	2	0.08	0.00321	1.933e-01	P	AT1G62430, AT4G22340	AT1G62430, AT4G22340
GO:0030258	lipid modification	124	4	0.62	0.00352	2.097e-01	P	AT5G09290, AT5G63980, AT5G63990, AT5G64000	AT5G09290, AT5G63980, AT5G63990, AT5G64000
GO:1901606	alpha-amino acid catabolic process	63	3	0.31	0.00389	2.294e-01	P	AT2G37040, AT3G10340, AT3G53260	AT2G37040, AT3G10340, AT3G53260
GO:0009750	response to fructose	19	2	0.09	0.00401	2.341e-01	P	AT1G29910, AT1G29920	AT1G29910, AT1G29920
GO:0055085	transmembrane transport	1130	13	5.65	0.00436	2.495e-01	P	AT1G05300, AT1G16380, AT1G79400, AT2G13620, AT2G16970, AT2G16980, AT2G16990, AT2G32270, AT3G21250, AT3G60160, AT3G62880, AT4G33520, AT5G42210	AT1G05300, AT1G16380, AT1G79400, AT2G13620, AT2G16970, AT2G16980, AT2G16990, AT2G32270, AT3G21250, AT3G60160, AT3G62880, AT4G33520, AT5G42210
GO:0006885	regulation of pH	66	3	0.33	0.00443	2.495e-01	P	AT1G16380, AT1G79400, AT2G13620	AT1G16380, AT1G79400, AT2G13620
GO:0009063	cellular amino acid catabolic process	66	3	0.33	0.00443	2.495e-01	P	AT2G37040, AT3G10340, AT3G53260	AT2G37040, AT3G10340, AT3G53260
GO:0032787	monocarboxylic acid metabolic process	630	9	3.15	0.00445	2.495e-01	P	AT1G76680, AT1G76690, AT2G01140, AT2G37040, AT3G10340, AT3G53260, AT4G30950, AT4G38970, AT5G63980	AT1G76680, AT1G76690, AT2G01140, AT2G37040, AT3G10340, AT3G53260, AT4G30950, AT4G38970, AT5G63980
GO:0000003	reproduction	413	7	2.06	0.0048	2.610e-01	P	AT1G07920, AT1G07930, AT1G07940, AT1G68610, AT2G40360, AT5G37600, AT5G60390	AT1G07920, AT1G07930, AT1G07940, AT1G68610, AT2G40360, AT5G37600, AT5G60390
GO:0009826	unidimensional cell growth	311	6	1.55	0.00481	2.610e-01	P	AT1G07920, AT1G07930, AT1G07940, AT5G37600, AT5G60390, AT5G63980	AT1G07920, AT1G07930, AT1G07940, AT5G37600, AT5G60390, AT5G63980
GO:0019722	calcium-mediated signaling	69	3	0.34	0.00502	2.610e-01	P	AT3G56800, AT4G14640, AT5G21274	AT3G56800, AT4G14640, AT5G21274
GO:0070646	protein modification by small protein removal	69	3	0.34	0.00502	2.610e-01	P	AT3G06910, AT4G00690, AT4G15880	AT3G06910, AT4G00690, AT4G15880
GO:0098662	inorganic cation transmembrane transport	315	6	1.57	0.00511	2.633e-01	P	AT1G05300, AT1G16380, AT1G79400, AT2G13620, AT2G32270, AT4G33520	AT1G05300, AT1G16380, AT1G79400, AT2G13620, AT2G32270, AT4G33520
GO:0044712	single-organism catabolic process	777	10	3.88	0.00571	2.916e-01	P	AT1G07230, AT2G01140, AT2G26870, AT2G37040, AT3G03530, AT3G03540, AT3G10340, AT3G48610, AT3G53260, AT4G38970	AT1G07230, AT2G01140, AT2G26870, AT2G37040, AT3G03530, AT3G03540, AT3G10340, AT3G48610, AT3G53260, AT4G38970
GO:0019932	second-messenger-mediated signaling	73	3	0.36	0.00588	2.976e-01	P	AT3G56800, AT4G14640, AT5G21274	AT3G56800, AT4G14640, AT5G21274
GO:0050896	response to stimulus	6373	45	31.84	0.00607	3.046e-01	P	AT1G05100, AT1G07920, AT1G07930, AT1G07940, AT1G14870, AT1G29910, AT1G29920, AT1G29930, AT1G48050, AT1G56590, AT1G76680, AT1G76690, AT2G01140, AT2G20990, AT2G28190, AT2G30490, AT2G32510, AT2G34420, AT2G34430, AT2G34690, AT2G37040, AT3G03540, AT3G17820, AT3G21250, AT3G48560, AT3G53260, AT3G56800, AT3G60160, AT4G14640, AT4G17980, AT4G19600, AT4G26890, AT4G30950, AT4G38970, AT5G08300, AT5G09740, AT5G13930, AT5G21274, AT5G35630, AT5G42950, AT5G45190, AT5G55090, AT5G60390, AT5G63980, AT5G64610	AT1G05100, AT1G07920, AT1G07930, AT1G07940, AT1G14870, AT1G29910, AT1G29920, AT1G29930, AT1G48050, AT1G56590, AT1G76680, AT1G76690, AT2G01140, AT2G20990, AT2G28190, AT2G30490, AT2G32510, AT2G34420, AT2G34430, AT2G34690, AT2G37040, AT3G03540, AT3G17820, AT3G21250, AT3G48560, AT3G53260, AT3G56800, AT3G60160, AT4G14640, AT4G17980, AT4G19600, AT4G26890, AT4G30950, AT4G38970, AT5G08300, AT5G09740, AT5G13930, AT5G21274, AT5G35630, AT5G42950, AT5G45190, AT5G55090, AT5G60390, AT5G63980, AT5G64610
GO:0009072	aromatic amino acid family metabolic process	75	3	0.37	0.00633	3.136e-01	P	AT2G37040, AT3G10340, AT3G53260	AT2G37040, AT3G10340, AT3G53260
GO:0031408	oxylipin biosynthetic process	24	2	0.12	0.00636	3.136e-01	P	AT1G76680, AT1G76690	AT1G76680, AT1G76690
GO:0016049	cell growth	441	7	2.2	0.00681	3.312e-01	P	AT1G07920, AT1G07930, AT1G07940, AT1G74380, AT5G37600, AT5G60390, AT5G63980	AT1G07920, AT1G07930, AT1G07940, AT1G74380, AT5G37600, AT5G60390, AT5G63980
GO:0001731	formation of translation preinitiation complex	25	2	0.12	0.00689	3.312e-01	P	AT1G66070, AT5G37475	AT1G66070, AT5G37475
GO:0031407	oxylipin metabolic process	25	2	0.12	0.00689	3.312e-01	P	AT1G76680, AT1G76690	AT1G76680, AT1G76690
GO:0006796	phosphate-containing compound metabolic process	2216	20	11.07	0.00695	3.313e-01	P	AT1G05100, AT1G07230, AT1G62430, AT2G01140, AT2G26870, AT2G32510, AT3G03530, AT3G03540, AT3G48610, AT4G19600, AT4G22340, AT4G26890, AT4G38970, AT5G08300, AT5G09290, AT5G23250, AT5G55090, AT5G63980, AT5G63990, AT5G64000	AT1G05100, AT1G07230, AT1G62430, AT2G01140, AT2G26870, AT2G32510, AT3G03530, AT3G03540, AT3G48610, AT4G19600, AT4G22340, AT4G26890, AT4G38970, AT5G08300, AT5G09290, AT5G23250, AT5G55090, AT5G63980, AT5G63990, AT5G64000
GO:0044707	single-multicellular organism process	2847	24	14.22	0.00715	3.380e-01	P	AT1G07920, AT1G07930, AT1G07940, AT1G54330, AT1G68610, AT1G74380, AT1G76680, AT2G16970, AT2G30490, AT2G37040, AT2G41110, AT3G03200, AT3G17730, AT4G15880, AT4G17980, AT4G19600, AT5G17260, AT5G37600, AT5G45190, AT5G46590, AT5G60390, AT5G62440, AT5G63980, AT5G64610	AT1G07920, AT1G07930, AT1G07940, AT1G54330, AT1G68610, AT1G74380, AT1G76680, AT2G16970, AT2G30490, AT2G37040, AT2G41110, AT3G03200, AT3G17730, AT4G15880, AT4G17980, AT4G19600, AT5G17260, AT5G37600, AT5G45190, AT5G46590, AT5G60390, AT5G62440, AT5G63980, AT5G64610
GO:0032501	multicellular organismal process	3011	25	15.04	0.00728	3.413e-01	P	AT1G07920, AT1G07930, AT1G07940, AT1G54330, AT1G68610, AT1G74380, AT1G76680, AT2G16970, AT2G30490, AT2G37040, AT2G40360, AT2G41110, AT3G03200, AT3G17730, AT4G15880, AT4G17980, AT4G19600, AT5G17260, AT5G37600, AT5G45190, AT5G46590, AT5G60390, AT5G62440, AT5G63980, AT5G64610	AT1G07920, AT1G07930, AT1G07940, AT1G54330, AT1G68610, AT1G74380, AT1G76680, AT2G16970, AT2G30490, AT2G37040, AT2G40360, AT2G41110, AT3G03200, AT3G17730, AT4G15880, AT4G17980, AT4G19600, AT5G17260, AT5G37600, AT5G45190, AT5G46590, AT5G60390, AT5G62440, AT5G63980, AT5G64610
GO:0048869	cellular developmental process	1070	12	5.35	0.00743	3.455e-01	P	AT1G07920, AT1G07930, AT1G07940, AT1G68610, AT1G74380, AT3G03200, AT4G19600, AT5G17260, AT5G37600, AT5G45190, AT5G60390, AT5G63980	AT1G07920, AT1G07930, AT1G07940, AT1G68610, AT1G74380, AT3G03200, AT4G19600, AT5G17260, AT5G37600, AT5G45190, AT5G60390, AT5G63980
GO:0006793	phosphorus metabolic process	2241	20	11.2	0.00783	3.597e-01	P	AT1G05100, AT1G07230, AT1G62430, AT2G01140, AT2G26870, AT2G32510, AT3G03530, AT3G03540, AT3G48610, AT4G19600, AT4G22340, AT4G26890, AT4G38970, AT5G08300, AT5G09290, AT5G23250, AT5G55090, AT5G63980, AT5G63990, AT5G64000	AT1G05100, AT1G07230, AT1G62430, AT2G01140, AT2G26870, AT2G32510, AT3G03530, AT3G03540, AT3G48610, AT4G19600, AT4G22340, AT4G26890, AT4G38970, AT5G08300, AT5G09290, AT5G23250, AT5G55090, AT5G63980, AT5G63990, AT5G64000
GO:0098655	cation transmembrane transport	345	6	1.72	0.00786	3.597e-01	P	AT1G05300, AT1G16380, AT1G79400, AT2G13620, AT2G32270, AT4G33520	AT1G05300, AT1G16380, AT1G79400, AT2G13620, AT2G32270, AT4G33520
GO:0098660	inorganic ion transmembrane transport	346	6	1.73	0.00797	3.618e-01	P	AT1G05300, AT1G16380, AT1G79400, AT2G13620, AT2G32270, AT4G33520	AT1G05300, AT1G16380, AT1G79400, AT2G13620, AT2G32270, AT4G33520
GO:0009615	response to virus	82	3	0.41	0.0081	3.648e-01	P	AT2G20990, AT4G19600, AT5G45190	AT2G20990, AT4G19600, AT5G45190
GO:0051302	regulation of cell division	83	3	0.41	0.00837	3.740e-01	P	AT2G40360, AT4G19600, AT5G62440	AT2G40360, AT4G19600, AT5G62440
GO:0016042	lipid catabolic process	253	5	1.26	0.00894	3.964e-01	P	AT1G07230, AT2G26870, AT3G03530, AT3G03540, AT3G48610	AT1G07230, AT2G26870, AT3G03530, AT3G03540, AT3G48610
GO:0044765	single-organism transport	2119	19	10.59	0.00909	4.000e-01	P	AT1G05300, AT1G16380, AT1G20080, AT1G56590, AT1G79400, AT2G13620, AT2G16970, AT2G16980, AT2G16990, AT2G20990, AT2G32270, AT2G34690, AT3G21250, AT3G60160, AT3G62880, AT4G33520, AT4G39670, AT5G13930, AT5G42210	AT1G05300, AT1G16380, AT1G20080, AT1G56590, AT1G79400, AT2G13620, AT2G16970, AT2G16980, AT2G16990, AT2G20990, AT2G32270, AT2G34690, AT3G21250, AT3G60160, AT3G62880, AT4G33520, AT4G39670, AT5G13930, AT5G42210
GO:0055067	monovalent inorganic cation homeostasis	87	3	0.43	0.00952	4.157e-01	P	AT1G16380, AT1G79400, AT2G13620	AT1G16380, AT1G79400, AT2G13620
