gene	s97	s98	s99	s100	s101	s102	s103	s104	s105	s106	s107	s108	s109	s110	s111	s112	s113	s114	s115	s116	s117	s118	s119	s120
Mp2g19860	7.729858058	7.748532799	7.838081532	7.630126625	7.929582278	7.87811947	6.942498132	7.264498736	6.963260344	7.076696586	7.101464468	7.074197458	7.512792074	7.229849211	7.316569662	7.185844	7.507735617	7.426916414	7.241320527	7.394318988	7.71122697	7.540989981	7.511342782	7.26980802
Mp2g20040	9.922669871	9.671801955	9.998015921	9.770147582	9.672541982	9.585175795	11.20689318	11.29239347	11.29645815	11.0601333	11.05353264	11.06294301	10.28183335	10.30733723	10.72293793	10.62489877	10.33304127	10.31288156	10.6997426	10.62874094	10.11662581	10.11398677	10.88002784	10.75970442
Mp2g20050	10.57138962	10.48431663	10.91267291	10.53613789	10.61934483	10.688851	11.23930587	11.2955001	11.25037667	11.15695262	11.06596479	11.03098773	10.87885696	10.49324006	10.96054961	10.21706165	10.9047295	10.3977914	11.02366323	10.457828	11.3092737	11.26202316	11.69176423	11.80782162
Mp2g20260	9.62770565	9.073868122	9.382932042	8.782587603	8.671605435	8.947044932	9.131216417	9.383471973	8.772766142	8.331418419	8.682473775	8.536614527	9.523434721	10.3613172	8.933404746	10.27785221	9.543782898	10.19569506	8.913257547	10.0682728	9.227229888	8.9331282	9.189643166	9.158666903
Mp2g20340	9.756889871	9.769431375	9.104504287	10.26310612	10.35929235	10.2752081	8.546668128	8.6672111	8.690477633	9.781870168	9.728780422	10.0791904	9.642299013	10.09644326	8.502499665	9.21651115	9.742701923	9.953364526	8.523162153	9.11246905	10.01687804	10.12921864	9.149803477	9.212948165
Mp2g20430	9.875164598	9.836938217	10.8011218	10.31515932	10.03176858	10.37427536	15.07645667	14.93533593	15.06266647	14.93041429	14.87694389	14.86725892	12.25488649	12.4744362	12.2098241	11.8082948	12.25316973	12.35706221	12.27710867	11.95803439	11.62454738	11.70449257	12.02250466	12.07799266
Mp2g20470	7.843167963	7.953919425	7.603687088	8.047267946	7.870745821	8.107929755	7.56618949	7.493975883	7.545437433	7.466698049	7.931107232	8.224809326	7.73657859	7.934371568	7.617119126	7.482183243	7.811536053	7.907212826	7.518359363	7.450167204	8.269880245	8.146349363	7.723091887	8.004940462
Mp2g20630	7.494361845	7.524592365	8.899677869	7.630126625	7.797238279	7.423904579	7.582224646	6.862842547	6.698488405	7.282097787	7.406061143	6.866890182	7.930870975	7.813963229	7.452666038	7.500170155	7.862594496	7.796354699	7.612170425	7.601705919	7.763079039	7.626271074	7.108927268	7.1315651
Mp2g20640	9.445873292	9.294560403	8.73515903	9.212031103	9.393035531	9.086256348	8.65966353	8.571443399	8.643863226	8.466906216	8.497372793	8.462783096	9.262358835	9.245343482	8.512939861	8.565743691	9.293037557	9.065953656	8.603885537	8.637022927	8.978052493	8.79549847	7.665832019	7.851418274
Mp2g20650	11.63416332	11.60619973	11.43792829	12.01409526	11.97865196	11.92977562	11.64804677	11.69173736	11.65340448	11.11358075	11.12656064	11.03294479	12.04057066	12.3393589	11.30459487	10.41300284	11.98031858	12.12708088	11.35843049	10.49332314	11.86853582	11.66030565	10.40525789	10.50779033
Mp2g20850	7.478004774	7.326559244	7.620371492	6.860967811	7.451864526	7.365260624	7.657913494	7.477626367	7.368438948	7.722493431	7.708471805	7.46170929	7.359076214	7.341844019	7.649393412	7.674316738	7.437257291	7.543972773	7.553804091	7.43467867	7.518423905	7.618884667	7.563486262	7.726511778
Mp2g20870	8.610392653	8.612406923	8.371246708	8.585083446	8.625949054	8.938382912	7.992739091	7.962860641	8.062584468	8.910065076	8.909729785	9.105424654	8.21819153	8.116880682	8.325926689	9.125611461	8.245549153	7.953720337	8.513111275	9.115711277	8.362074666	8.4690887	8.643929214	8.676798038
Mp2g21000	7.788256223	7.86157537	7.603687088	7.840697186	7.910357691	7.776096278	7.49845427	7.525612059	7.393259406	7.550951983	7.543960685	7.620852801	7.504117726	7.710590439	7.54839866	7.702345296	7.738782557	7.729838055	7.620170077	7.644308362	7.358318212	7.444833359	7.144411542	7.368233836
Mp2g21040	10.38031548	10.14117747	10.58373123	10.44715671	10.48193856	10.64483497	10.30020773	10.54023833	10.19691248	10.25400017	10.49589389	10.6521575	11.67490892	11.77060855	8.392842747	8.521875832	11.74361156	11.95537871	8.4040833	8.865299241	11.2147801	11.48705597	10.3195791	10.75707715
Mp2g21130	7.494361845	7.737530422	7.620371492	7.485112066	7.32277841	7.776096278	8.625069786	8.72234984	8.630222608	8.110450035	8.106597334	7.992119201	7.793675484	7.561069859	8.491969652	8.015481628	7.78792144	7.645304228	8.308288774	8.029972951	7.863756075	7.834339806	8.867197951	8.606793439
Mp2g21140	10.25749406	10.28646391	10.89796286	10.37837784	10.34319222	10.31115521	11.73892995	11.80334512	11.73146045	10.70689199	10.609981	10.77550389	10.80907312	10.67839817	11.45703519	10.27259165	10.76450077	10.71345215	11.51661113	10.28826098	10.51922883	10.54427797	11.52003167	11.70858918
Mp2g21170	12.27612952	12.27133179	11.70793014	12.42670875	12.42580096	12.55101382	12.0993704	12.16833974	12.15220856	12.22140791	12.20917277	12.20125806	12.68861127	12.90594361	11.5123236	11.04884931	12.74998993	12.77037181	11.48538918	11.17406569	12.87369278	12.78501359	12.29684643	12.37111587
Mp2g21290	14.71509608	14.69394826	14.53265589	14.65712966	14.68175667	14.69040753	15.00429752	15.00424679	14.99150815	15.16240077	15.14985869	15.14541664	14.31088181	14.2152966	15.3306639	15.37251431	14.34620715	14.20457104	15.30812568	15.24125721	14.53713551	14.53569062	15.22745568	15.27259918
Mp2g21300	9.17507781	9.202990557	9.506735321	9.231744048	9.075008443	9.240397414	10.46829611	10.5623983	10.48507888	9.789010462	10.00144959	9.613425631	9.072870147	8.962372532	10.58293803	9.772149083	9.323082494	8.897203732	10.59728524	9.85206918	8.814882533	8.88728782	10.3861949	10.27542112
Mp2g21420	8.960216887	8.651442636	8.681407813	8.29022906	8.36837268	8.40142498	8.462952001	8.393215167	8.461560083	8.056771222	8.235570521	8.011202348	9.022613907	9.71132189	8.174645991	8.732684539	9.095377093	9.714383132	8.163803805	8.650962598	8.346135639	8.224950956	7.750375041	7.77452898
Mp2g21430	7.934721893	7.962700534	7.992889658	8.167797105	8.189430561	8.340019873	7.339559972	7.264498736	6.963260344	8.019419409	7.916279441	7.880225136	7.876054479	7.878892332	7.329117719	7.517723406	7.857054566	8.011155707	7.282070581	7.796183882	8.396402601	8.256472611	7.73683804	7.787793249
Mp2g21470	8.000540042	8.566986325	8.289983353	7.589390358	7.560439538	7.661180885	8.814771092	8.672323778	8.826801035	7.909134066	7.745034403	7.728724168	8.51189323	8.273036621	8.484898865	8.278852187	8.67602223	8.45752296	8.320204993	8.297463625	7.796061695	7.89620759	8.115297705	8.091002886
Mp2g21490	10.82536679	10.96816592	11.08377102	10.82014159	10.93292503	10.92573757	9.811466367	9.965494376	9.96104485	10.5240078	10.48252144	10.4555812	10.93397699	10.75203872	9.925537832	9.841731132	10.89011128	10.92142145	9.976526265	9.966059112	11.12209382	11.25126134	10.59104146	10.63499655
Mp2g21500	9.431511406	9.396911119	9.404353363	9.521674074	9.584639468	9.317932836	10.19521502	10.07528194	10.24603044	9.278615676	9.318276773	9.305344764	9.694217944	9.854491486	9.795013689	9.11153367	9.809397319	9.780191131	9.967430046	8.875040581	9.909555293	9.84722913	10.03816047	10.06854258
Mp2g21520	11.23174851	11.03344241	11.41489947	10.91313558	11.12594988	11.02116947	11.18579569	11.27045706	11.0206689	10.5533923	10.48973755	10.45850522	11.1110334	10.75894807	11.29627679	10.02569755	11.01560686	10.6904982	11.27229908	10.39382816	11.70690615	11.66095582	11.68300526	11.69393583
Mp2g21600	7.729858058	7.480193827	7.514495084	7.546444616	7.717378616	7.647414161	7.779163614	7.831902732	7.620159172	7.448594988	7.83045493	7.801725113	7.617385413	8.032051798	7.695583825	7.293980437	7.751320078	7.930736928	7.536289799	7.351266824	7.77420593	7.603906977	8.208969673	8.571879625
Mp2g21620	9.726863006	9.878268108	9.282168437	9.697577729	9.651080394	9.79998792	10.54977998	10.54548344	10.49216078	9.705875738	9.703923817	9.797317114	9.083106635	8.902065886	10.95350661	10.08506557	9.200521094	8.770569316	11.0028411	10.0747774	9.176264432	9.269802488	10.53351602	10.61044476
Mp2g21700	10.13533758	10.05999158	9.068705325	9.83070438	9.796991133	9.755286533	10.80255986	10.65383455	10.69284879	9.842578941	10.06661553	10.04639526	9.808357708	10.22687825	10.68299685	10.77584482	9.867499382	9.967504462	10.74339377	10.35905843	10.18322627	9.882619432	10.73531604	10.9929533
Mp2g21710	12.67913453	12.61771023	12.81434468	12.68981276	12.60365089	12.70078361	12.29168484	12.24336493	12.25419628	12.6285138	12.49110708	12.71001901	13.11801077	13.44075471	11.63643235	11.94080647	13.14643822	13.45629988	11.77818809	11.94114945	13.37645395	13.4544773	12.79759122	12.90362398
Mp2g21770	9.841145987	9.957458583	10.36171446	9.244728903	9.233576667	9.431112163	9.708422276	9.658806212	9.754053491	9.160398821	9.215072441	9.089945971	10.13580996	9.371550932	9.518400516	9.278666773	10.24692856	10.05919812	9.526131234	9.760835798	9.712873735	9.991077647	10.38786271	10.03838455
Mp2g21800	12.63569033	12.41664658	11.88212722	11.76281372	11.79662825	11.74679791	13.71491852	13.72191191	13.56405675	11.49697768	11.58115139	11.77369132	12.1414802	12.38823005	13.79178866	13.05940853	12.17512829	12.15913669	13.78603984	12.71163716	11.73113669	11.50310318	12.77638518	12.90229161
Mp2g21870	9.121787987	9.231114478	9.160718096	9.29234833	9.262541439	9.128358836	9.880038762	9.631606748	9.596865738	9.772292896	9.652844218	9.778562095	9.297623793	9.089831611	9.662818779	9.853591012	9.139557525	9.096225176	9.603650514	9.866245057	8.970259365	9.104084234	9.601788704	9.787678745
Mp2g21880	8.723218487	8.779321993	9.19004439	8.513575844	8.534886174	8.771791439	9.115253486	9.015322159	8.960821041	8.993198542	9.046727995	9.030253784	8.680895655	8.716134928	9.362605636	9.61748437	8.606891446	8.527837123	9.309967717	9.526316729	8.273302164	8.29844558	8.682027845	8.673833732
Mp2g21920	7.627478299	7.668453356	7.367657216	7.546444616	7.500383605	7.661180885	7.643325026	7.627031735	7.545437433	8.083946001	7.822258388	7.741308589	7.756013811	7.544464896	7.329117719	7.736155996	7.673266398	7.712407107	7.451886929	7.734266773	8.23154826	8.167577387	8.028045264	8.157039771
Mp2g21950	10.73417412	10.74921213	10.64823661	10.69211682	10.66471323	10.76599605	15.91903629	15.91750108	15.92505452	11.23823892	11.23631562	11.36963184	11.29649118	11.11059974	15.65435863	11.50326493	11.34915448	11.07782628	15.71940134	11.43713158	11.30370899	11.20248112	14.92969371	15.07071728
Mp2g22010	12.11274269	12.21780499	12.17370635	12.3357513	12.30179619	12.36274781	11.83328159	11.80824305	11.785553	12.261211	12.21630289	12.19211016	12.28936975	12.69578813	11.63533431	12.03924932	12.2228894	12.58710992	11.75808896	12.05314517	11.82288162	11.76561258	11.2254152	11.2598835
Mp2g22050	8.279759248	8.930947205	8.504845914	8.227061984	8.361976411	8.484901223	8.169358148	8.347539985	8.421603702	8.510942437	8.433620468	8.33578179	8.880854686	8.642827909	8.015610296	8.379931724	8.868084865	8.761518927	7.959779876	8.501424294	8.586734839	8.491598977	8.187372712	7.939597457
Mp2g22120	10.25106571	10.18400284	9.99569776	10.05344826	9.942882327	10.0516567	11.00483647	10.98590179	10.96082747	10.01042061	9.891437524	9.953642726	9.885694467	9.69682883	11.18602377	10.27522436	9.920075829	9.732236402	11.18213876	10.15442868	9.799796586	9.808550563	11.02220506	11.1406831
Mp2g22150	7.810608967	7.495296174	7.699093748	7.418021767	7.668280348	7.589919954	7.462090362	7.493975883	7.315590213	7.282097787	7.348009339	7.345636716	7.73657859	7.939752786	7.520967765	7.762306929	7.540559352	7.887981966	7.320021431	7.418828127	7.927003472	8.129067365	7.702061307	7.546531339
Mp2g22250	10.99870064	10.88741965	10.92964611	10.68749135	10.70297782	10.90990417	9.545386107	9.495299542	9.341828391	10.59569418	10.58133754	10.43197072	10.96531223	11.01897873	9.355335956	10.29351817	11.00911027	11.04117766	9.407033903	10.23999009	10.7435005	10.64004384	9.273375892	9.150436667
Mp2g22350	10.67916203	10.68139325	10.32356075	11.04988211	11.04984936	11.03485504	10.53239392	10.38495894	10.26686785	11.21485608	11.01557694	11.22659047	10.85712407	11.46706876	10.05938044	10.56606565	10.86264062	11.2889696	10.06014009	10.39447611	11.04676478	11.00744287	10.7208657	10.81062946
Mp2g22390	8.939605862	8.85118228	9.750511931	8.552592745	8.636238773	8.603130491	9.574397688	9.424666237	9.082494151	8.864106188	8.79934185	8.814089733	8.91369955	9.224990793	9.665734534	10.03091473	8.968463316	9.194660709	9.672865716	10.11713206	8.538435193	8.491598977	8.862187171	8.94328423
Mp2g22490	8.737856172	8.231508678	8.137076352	8.558067282	7.829442924	8.158343588	7.597939802	8.160149029	7.720834326	7.430003375	7.736034325	7.715958149	8.356198207	8.735170783	7.846904154	8.146254092	8.426646201	8.766052075	7.867770139	8.786707093	8.740166254	8.856608416	8.287478414	8.266003871
Mp2g22600	9.715140577	9.59323026	9.022566312	9.267158478	9.287780885	9.267869044	9.223222749	9.13879765	9.053100837	9.034944709	9.204822581	9.124525604	9.567062044	10.03426722	9.010848417	9.558956737	9.631019856	9.74657642	8.998878621	9.465020038	9.006875582	8.844614033	8.604642925	8.68858649
Mp2g22680	7.478004774	7.510090124	6.698488405	7.452380249	7.545867909	7.527921065	7.713880655	8.008996708	7.957124947	8.047556571	8.008986794	7.836164779	7.521365589	7.616557611	7.688057207	7.568042556	7.45555029	7.392046972	7.861722882	7.576309619	7.603855195	7.51599893	7.665832019	7.65301185
Mp2g22690	9.024096501	9.212430098	9.202420873	9.2087176	9.390137651	9.150780494	10.55121932	10.5739924	10.59930397	9.821859916	9.703923817	9.742705831	9.308028078	9.438548239	10.30074112	9.49937673	9.3557101	9.468142955	10.46859664	9.465020038	9.296436426	9.398517083	10.59681268	10.63069439
Mp2g22740	7.510357408	7.832074648	7.434496835	7.400157871	7.484575001	7.322878069	7.96193362	7.853231685	7.417160451	8.119142512	7.797229826	7.649139667	7.554711839	7.501279038	7.966214616	8.049706637	7.427923613	7.551150176	7.937562513	8.064831838	7.377107168	7.498857907	7.845978549	7.813763357
Mp2g22750	8.960216887	9.059895649	9.198307926	9.2087176	8.944435733	9.222941602	9.663367803	9.509003291	9.649116416	9.743162225	9.560675959	9.594708248	8.868921958	9.045848056	9.701677086	9.593514884	9.045645497	8.899247592	9.752168347	9.872811913	8.658339315	8.583652245	9.505438332	9.363894097
Mp2g22760	8.867011202	8.980316606	9.202420873	9.137192144	9.336902384	9.30144794	10.31556357	10.14632342	10.43633435	10.05829232	10.08039354	10.00480525	9.423912319	9.422505489	9.894951733	9.391800593	9.262316736	9.25077252	9.985564274	9.554803073	9.425156516	9.465474295	10.07498854	10.1987792
Mp2g22790	9.980373287	9.850850191	9.711306823	10.07853135	9.98518568	9.874398386	11.57308867	11.70054641	11.74849164	12.18848823	12.25384613	12.20082376	10.52382383	10.909309	10.66799615	11.3294356	10.58095288	10.86358751	10.65471836	11.44618096	9.87154836	9.950839462	10.42488167	10.41983306
Mp2g22820	9.645141232	10.06169581	9.958080288	9.805070577	9.696007698	9.955478049	9.859113191	9.809551951	9.708725191	10.217659	10.18477326	10.31253332	9.663833128	9.699475128	10.09846793	10.63242692	9.66495601	9.619124615	10.02990711	10.61936377	9.429339131	9.479086753	9.679573337	9.700485625
Mp2g22890	11.02799862	10.9914407	10.49183934	10.63199174	10.69379506	10.61385034	11.42918105	11.50117506	11.44384162	11.68505991	11.62143377	11.47261527	11.10280183	11.11988694	11.23617928	11.25886306	11.02801826	10.91805493	11.18457252	11.02903772	10.76205109	10.62808447	10.84595296	10.91679366
Mp2g22900	8.160819657	7.842009948	8.469192255	8.167797105	8.104273124	8.353943726	8.098494858	8.061787678	7.782017768	8.492263985	8.241094435	8.314422491	8.238378923	8.156924421	7.960576399	7.793969088	8.048507546	7.873306589	8.049178399	7.796183882	9.450064025	9.624685491	9.222608923	9.29885749
Mp2g22920	8.462417632	8.607441012	8.525749731	8.513575844	8.478007871	8.658285549	8.993459822	9.245308904	9.144053514	9.034944709	9.108901193	9.223243753	8.669750479	8.498352302	9.031839409	8.521875832	8.518547263	8.502987494	9.068426781	8.653270971	9.01067184	9.12375036	9.396828577	9.402172294
Mp2g23050	9.581842888	9.662784681	9.623400262	9.828586	9.826980981	10.13442299	8.203155768	8.213711316	8.051378201	9.987925808	9.772098714	9.820413969	9.081065583	8.745922677	8.829718553	10.01098624	9.191458953	8.888996294	8.770596307	10.04361086	9.653748583	9.679171817	9.191604679	9.166847285
Mp2g23310	8.785477081	8.859381075	8.974771485	9.205395983	9.262541439	9.222941602	8.252022782	8.144359275	8.062584468	8.699751661	8.785301468	8.548499353	8.820068848	9.671435923	8.237586489	8.751424937	8.720963575	9.565193728	8.212593638	8.629994802	7.717140497	7.933632047	7.40471668	7.432931333
Mp2g23350	10.49338692	10.39287345	10.60505408	10.67702907	10.64220887	10.72190479	10.12323781	10.29581016	10.08623409	10.19290474	10.31841009	10.37582635	11.00119937	12.07284735	9.636299172	10.5831236	10.88465909	11.93629204	9.746841111	10.4258702	9.41112206	9.309532958	8.749498141	8.861240125
Mp2g23490	9.320301426	9.03865929	9.022566312	9.298573822	9.345919597	9.574332446	9.597178706	9.911322375	9.445850003	9.557151803	9.694938327	9.749950836	8.983637463	9.511549111	9.658433696	9.556037725	9.09927703	9.201192153	9.822173243	9.634701555	9.867487302	9.937890627	10.05722026	10.2661797
Mp2g23620	12.85648687	12.6888165	12.16402878	12.70157342	12.69475171	12.64876746	12.15745546	12.21209879	12.06803223	12.47247572	12.50686581	12.55047711	12.78145884	13.12138064	11.89709649	12.07296406	12.82230189	12.99867693	11.92322784	11.8885876	12.51281565	12.48773338	12.07827296	12.24197843
Mp2g23640	7.389873076	7.631697157	7.652752261	7.5610256	7.588786176	7.688058621	7.462090362	7.309207669	7.34259235	7.550951983	7.459379151	7.869397564	7.554711839	7.717412632	7.172045452	7.200695567	7.686772037	7.68255795	7.451886929	7.264999194	7.693241655	7.58090174	7.263880492	7.368233836
Mp2g23680	12.38181796	12.15273607	11.51132922	12.01179215	11.9106532	11.9087311	13.42202759	13.47003396	13.34709834	13.32490125	13.23878429	13.21224284	12.84512724	13.12307967	12.53472345	12.63984763	12.88531923	13.02756093	12.50883462	12.49459775	12.64438061	12.53616702	12.29750833	12.38369136
Mp2g23740	7.556376448	7.44898856	7.811917432	7.589390358	7.870745821	7.776096278	7.44317872	7.477626367	7.368438948	7.370884468	7.316794142	7.386677649	7.348158491	7.527489322	7.67280277	7.775103667	7.572019632	7.468109238	7.389343256	7.977478101	7.438860529	7.588644465	7.61233505	7.472834782
Mp2g23750	11.93939887	11.65347269	11.3923696	11.2811916	11.21913196	11.12899048	10.23348023	10.1358915	10.26064862	9.175289268	9.267651223	9.39528572	11.47129749	11.88008832	10.35182452	10.43276336	11.40155607	11.64203654	10.42546789	10.21007331	11.49355684	11.27483188	10.01667734	10.11157515
Mp2g23755	9.763728718	9.489611413	8.87366264	8.892192508	9.041671717	9.101719417	11.56388247	11.47127872	11.37776269	8.249665432	8.235570521	8.314422491	9.113355627	9.290498436	11.54855523	8.939144938	9.264041727	9.016421019	11.58337299	8.905734596	8.970259365	9.001175016	10.94358199	11.18478189
Mp2g23775	9.972553055	10.09202626	9.65627885	10.56418682	10.53566958	10.33197766	9.451386667	9.447664356	9.26782192	9.587645677	9.554707551	9.482626171	10.25573713	10.25569325	9.110473235	9.191973586	10.28897975	10.23195402	8.947216983	9.314151987	10.11577319	10.08302299	9.7229129	9.845017572
Mp2g23900	10.23974567	10.07525626	10.516177	9.5057365	9.520155067	9.627723539	10.71548411	10.59057513	10.67586574	10.58625097	10.60144805	10.59623562	10.39049384	10.30561694	10.50139957	10.61249386	10.31118098	10.20445024	10.58403862	10.63587047	9.981689825	9.794217365	10.40278582	10.38699668
Mp2g23940	8.393972921	8.541016576	8.483579067	8.219822438	8.501077169	8.150100432	7.992739091	8.017981762	8.148263603	8.119142512	8.155249963	8.240240207	8.600729765	8.894926167	8.004835848	8.163712246	8.651569583	8.853528893	7.805499385	8.237167188	8.10006976	7.989762594	7.474420743	7.546531339
Mp2g24070	10.95409336	10.98163971	10.70291686	11.228946	11.1753555	11.33728551	10.37049267	10.3568545	10.42712195	11.8686743	11.71681238	11.74119311	10.71359324	10.85819421	10.57453053	11.06155495	10.69575156	10.8454686	10.62053597	11.07486964	11.22933667	11.12770717	10.67320993	10.70622086
Mp2g24110	10.6587316	10.81496886	10.36708252	10.68401241	10.83095383	10.61776033	10.68174373	10.78366063	10.7719659	10.75701008	10.66196073	10.62251801	11.09158936	11.11598385	10.26595502	9.782125506	11.17585063	11.12819457	10.16710233	9.940422613	10.72414995	10.75199705	10.27065951	10.26246625
Mp2g24200	10.68035478	10.69018536	10.73364464	10.35078941	10.24730098	10.4002772	9.302412257	9.20506585	9.216154652	10.12906228	10.05967592	10.04444227	10.18278643	10.08743966	9.831711442	10.9235752	10.11274873	9.901254171	9.98781477	10.85882583	10.1889078	9.806171834	9.295345771	9.434394953
Mp2g24260	8.880117463	8.787986013	8.904819545	8.647633292	9.015155157	8.920886254	9.291880709	9.362402657	9.198486162	8.859420261	8.651503662	8.784986768	8.370569963	8.571153013	9.784350023	9.835763473	8.481357599	8.576082681	9.68407503	9.715512641	8.071768939	8.061695158	9.141692558	9.331761796
Mp2g24440	8.678270263	8.46524132	8.75258531	8.908905904	8.878226868	8.563023029	7.828221489	8.175716649	8.106270708	8.083946001	8.112798803	8.201261036	8.51189323	9.189101142	8.010237027	8.614050733	8.673328479	9.074928248	8.126922542	8.963239611	8.719012248	8.822741693	8.554531572	8.330652932
Mp2g24490	7.264776727	7.171153405	7.236712868	7.729924326	7.850317272	7.674725961	7.26772461	7.460892122	7.315590213	7.709462013	7.566462317	7.676497574	7.252604371	7.318801716	7.277194593	7.317936202	7.326355997	7.295320121	7.33213787	7.210462298	7.540689459	7.611430532	7.372448969	7.510605836
Mp2g24580	8.160819657	8.29123301	7.236712868	8.552592745	8.418339659	8.260317441	8.186384754	8.070335452	8.017027432	8.460483254	8.727557775	9.17295677	8.885597478	9.801424168	7.290627121	7.781435311	8.861111889	9.556417623	7.241320527	7.796183882	8.075857887	7.804834105	7.16110447	7.26980802
Mp2g24760	8.462417632	8.684635488	8.899677869	8.866715857	8.442561837	8.997858491	8.116645953	8.235907564	8.429701665	8.466906216	8.501801234	8.33578179	8.672545974	8.406954132	8.263525728	7.932720295	8.84940684	8.642627819	8.083885143	8.187200578	8.823652475	8.797998942	8.67624063	8.49553524
Mp2g24780	8.214402585	8.459644366	8.87366264	8.621948853	8.534886174	8.551321933	7.951454738	8.026890113	7.704857186	8.047556571	7.981348752	8.08424129	8.629949966	8.288697516	7.865753352	7.938095136	8.615390569	8.49459105	7.745657706	7.922143851	8.493855447	8.571767241	8.169789694	7.967333959
Mp2g24790	8.808643928	8.871583525	9.226840065	8.782587603	8.734780579	8.889695601	8.080033587	7.934142274	8.095514332	8.401084166	8.196129515	8.152624742	8.740508238	8.710643616	8.132223979	8.141846021	9.021100671	8.64760348	8.07408356	8.163098078	8.883441523	8.910407866	8.673337088	8.406750559
Mp2g24800	8.348281219	8.56183575	9.214685391	8.657762254	8.671605435	8.658285549	7.908411383	7.821055613	8.127468836	8.186310014	8.41001096	8.093028578	8.727202238	8.607503482	8.057632741	7.959312028	8.592596655	8.607235898	7.986885187	8.278762062	8.7678395	8.710134662	8.488894598	8.414099009
Mp2g24810	8.354917702	8.31681532	8.925187407	8.601016172	8.418339659	8.751889095	7.56618949	7.426161971	7.620159172	8.047556571	7.893613347	8.185283593	8.398801133	8.33818273	7.53936535	7.681410225	8.524637285	8.332514365	7.674093556	7.886502946	8.702313542	8.641438479	8.048061914	7.857551707
Mp2g24840	9.607508473	9.574080349	10.20455284	9.553009972	9.732752581	9.894027255	10.38995324	10.60696772	10.46901498	11.34259508	11.30722297	11.13667167	10.09215832	10.16553526	10.15205905	10.55745971	9.843865035	9.932366268	10.29853206	10.73058921	9.86035213	9.945458548	10.43136338	10.60825805
Mp2g24920	13.96146633	13.87744659	13.35072824	13.66268369	13.57750441	13.83176536	13.22652956	13.31971614	13.14037297	13.46467358	13.35116042	13.35778939	13.95158264	14.27267299	12.94018739	12.96053424	14.0159295	14.11463275	12.99211537	12.92675972	13.58213349	13.51931421	12.89860036	13.1584958
Mp2g24940	10.9697667	11.15650661	11.12853197	10.92888055	11.10708365	11.20009497	10.98371925	11.12782234	11.20491859	11.75331221	11.71768688	11.68948004	10.78321666	10.47425087	11.35929562	11.43545216	10.95812837	10.45880905	11.33365462	11.47634718	11.26719437	11.24693396	11.35373823	11.35702423
Mp2g24950	11.62121729	11.68943945	12.33491264	11.66181481	11.67628432	11.64227847	12.93294798	12.94203118	12.93981627	11.46651888	11.49652844	11.30151247	11.83381852	11.32478415	12.95901724	11.32480893	11.83671151	11.4375904	12.97621831	11.55315541	11.73829958	11.86937643	12.844836	12.73491076
Mp2g25050	9.171589852	9.255634047	9.086724253	9.178525811	8.839459455	8.912049944	9.419647858	9.51716093	9.569986175	9.896382667	9.792425527	9.970217252	9.516028222	9.898764549	9.017882242	9.657445327	9.505270583	9.621527066	9.064047492	9.499679961	9.196220959	9.111985233	8.956603023	9.060837229
Mp2g25060	9.705691412	9.628441285	9.346470575	9.759053421	9.474527476	9.535700125	8.925797337	8.852863495	8.971396793	9.106948559	9.191900326	9.404581896	9.804739253	10.0723053	8.711130937	9.082927766	9.864147255	10.09735783	8.578620475	9.123782818	9.879635498	9.769998557	8.749498141	8.714717662
Mp2g25080	11.18722856	11.05058679	10.73364464	11.23923278	11.28544688	11.23267544	11.11379361	11.17414609	11.24829392	11.540098	11.60403746	11.52146844	11.58748726	11.86623367	10.43703733	10.74589341	11.67024357	11.90899356	10.42381459	10.9521689	11.18036519	11.31672177	10.6358716	10.53338507
Mp2g25120	12.05755155	12.07917981	11.90310465	12.03284319	11.89276496	12.15421546	13.26195662	13.29996829	13.25483398	14.15889807	14.04841816	14.044879	13.02939247	13.40219471	11.41540881	11.95746163	13.12435021	13.42225921	11.57783377	12.36860563	12.57472507	12.56717092	12.66489593	12.58997104
Mp2g25170	11.30378719	11.20169786	11.39062183	11.2911125	11.3841493	11.32938139	11.10697668	11.06909742	11.14010921	11.23221313	11.21353644	11.05237008	11.6132545	11.64435529	10.75842838	10.58876465	11.63761839	11.71797982	10.70790209	10.77792877	11.58382736	11.64494149	11.209067	11.08580848
Mp2g25180	7.44410974	7.265449702	6.878821369	7.718063624	7.183555088	7.633415854	7.383035277	7.525612059	7.287273076	7.950637692	7.83045493	7.753718029	7.449754195	7.353041897	7.30374546	7.340947375	7.337292942	7.46006466	7.3670894	7.198809106	7.53334073	7.596312236	7.361317806	7.528783902
Mp2g25250	10.16302534	10.21031892	9.919432814	10.04073804	10.17958167	10.06130921	10.25842975	10.26268219	10.39912226	10.23161303	10.15906529	10.24798883	9.795044205	9.846181808	10.70065222	10.81302624	9.794194618	9.759684344	10.56243523	10.49754795	9.391230349	9.474564145	10.29132175	10.36294648
Mp2g25290	11.76546231	11.70628147	11.69170682	11.36522142	11.3805855	11.6631698	11.76202065	11.9444777	11.62079647	11.46358413	11.49091068	11.41681384	11.23891223	11.12911448	12.22010825	11.70760659	11.22753415	11.15742601	12.27870175	11.73316724	11.20764486	11.26030667	12.36094282	12.49906401
