peak	s1	s2	s3	s4	s5	s6
1.87942208.87943367	8.35123491538349	7.02203159529982	7.11212392303873	7.47521872805556	8.42087292689248	8.68611586939847
1.87948584.87950294	11.2439159154185	11.3686734042836	9.91965600045613	9.86016509887164	11.3216244969962	11.2943730384963
1.87953513.87953940	3.07215748823171	3.15640515376212	1.47807413114163	1.02557125001093	1.7633682269484	1.31634026654451
1.87955608.87956128	3.10748963577121	3.53105922830935	2.8657065797789	2.72508527522442	3.47590808414473	4.05635801076136
1.87991969.87992188	1.48190069538399	1.53018279942397	0.590747432629041	0.705275749204654	0.947844601072215	2.97826759988663
1.88002185.88002574	4.13158934899656	4.50841032966725	2.91436093817711	3.23972067158563	7.21086984778392	6.20679054891392
1.88003160.88003518	4.04318129126471	3.69983608059902	3.32821743046087	3.59599728714472	4.56035134215528	4.61132334271729
1.88036757.88037293	0.713603757167245	0.134375983087841	1.82115004981571	0.803732034504865	1.63618611313789	3.00030731310381
1.88044426.88045515	8.17479465518906	7.55086837714683	8.4029756267884	9.02719666371718	10.2686204007705	10.2727449584456
1.88050079.88051334	10.9070496615734	10.5143946224622	9.50448971508136	9.92311671420901	10.7608412765802	10.7241051720576
1.88082961.88084895	5.05647779097888	3.73664362954667	8.0385998389786	9.15426309448885	6.17448538336687	3.85324539504064
1.88092958.88093379	0.983533371994181	0.281651552431426	3.28313795338765	3.28049284115219	-0.443747176267051	-0.666845500490309
1.88095656.88096096	1.80382911016418	1.92718847951385	2.77953311578009	2.9453771640773	5.74543315090592	5.46745811842578
1.88106112.88106861	7.13158299232535	7.36965941410508	8.49425743552322	9.20912768975781	5.35224958437266	7.09714223582376
1.88108632.88108876	-2.01030993077385	-1.74814194012357	-0.386711560535328	-0.532840668737446	-0.662623032902359	-3.28468044119333
1.88131323.88131712	1.84823310198819	1.1889512205541	3.40067421360922	3.09454035519441	0.481357601485836	0.909824847323062
1.88140787.88141093	0.366081853000809	0.726053658316624	1.72434986696541	2.20778032819748	-0.443747176267051	-0.767868584749669
1.88165908.88166416	3.89277471928837	3.11540814575741	4.10609662952218	4.64395719553205	3.19274236243235	4.16422614644379
1.88181912.88182160	-0.758171798249515	-1.12314084730992	0.647363010824088	1.71822908373142	-0.897989087229821	-2.42876505501627
1.88182822.88183261	5.84232067865839	6.52552999835985	5.68505686447168	6.34248490823301	4.7115492558121	5.59701820979041
1.88199036.88199286	1.43422675306595	0.492691861604696	2.5258153921014	2.63449985975909	0.642429464277153	-0.119225159014243
1.88231025.88232324	7.48483865259234	7.83081748713266	8.04627316426799	8.20011598158528	8.65244027162519	8.31980360014907
1.88253850.88254201	0.485168077471394	-0.138306762986632	3.30008710657659	3.69093127560504	-0.238581741036842	-1.74295328310615
1.88258122.88258588	1.97925576688447	2.50707939252723	5.01815209221406	4.59553340104085	2.12748541705436	1.72025504390233
1.88265132.88265656	3.34854965610811	3.75495548446698	2.89616522759145	2.58865616711362	5.28413906677993	3.83441459819664
1.88270704.88271397	5.10706007484433	4.85413378802246	3.67587681575353	3.7657104446865	3.38316740962772	5.40895564111802
1.88274713.88275157	4.10226645189985	2.59812049549362	2.28048371934207	2.49583515838269	3.09494588416547	3.90936188645803
1.88275795.88276156	2.02222765156512	1.53018279942397	1.70175301953859	1.17794989983901	1.7633682269484	2.19761032090778
1.88279956.88280532	4.82392373827597	5.02052216813715	3.76977631878494	4.22909645216831	5.99417241689682	5.48199388762154
1.88283811.88284099	2.39452017508281	2.34412124116509	1.08482500766735	1.32577560447363	1.50579978081961	1.66445368594491
1.88294106.88295393	6.47939772795712	7.42057845208691	5.56984022679266	6.20579343657636	5.74543315090592	5.99670774489951
1.88302593.88302852	0.0515167026356007	0.458274838499421	0.0964123618274728	0.53609143625253	3.19274236243235	1.66445368594491
1.88306397.88306808	8.86588893161409	9.60732519531451	6.34514628725116	7.26709862813856	11.23746137531	10.6546700143677
1.88307438.88307868	2.31392439810765	2.1518591326831	2.84735156389748	2.6116245692375	6.05484762993819	5.59701820979041
1.88313878.88314168	-1.02013895345382	-1.35504361844456	0.839956789198295	0.466476436069128	-2.12406740026301	-1.59887025184035
1.88331235.88331449	0.366081853000809	0.20872254917555	1.01613949663744	0.900097794626349	4.00149185308139	3.62293365730579
1.88341222.88341535	2.47397227951266	2.50707939252723	1.51733756124295	2.32961489427103	2.00883566936493	1.31634026654451
1.88358525.88358864	-0.842925234382593	-1.01427948328286	1.82115004981571	2.08319703176813	2.24361991900767	-0.71694563279727
1.88389835.88390068	10.8423542738406	7.71674524141708	2.92041297468147	9.57262276604596	13.3330834559368	9.61182943668733
1.88403016.88403798	2.85524735285683	2.94826256967287	3.4721670819119	3.89419513252457	3.65674013916059	3.94646584159958
1.88412969.88413215	1.03569772874634	1.77199605221715	0.963972992457721	1.20786686887121	3.91726821441863	2.63678439063326
1.88468899.88469263	4.61019564540943	5.21186412630474	2.71088979925291	3.42080753921754	2.99535738817193	3.38244878753019
1.88474039.88475047	3.5143514777917	3.64415687538725	4.08166517288585	4.59553340104085	4.32687921021148	5.06127849968523
1.88475779.88476317	4.79757661401383	4.74605089357792	3.46670123592672	3.89419513252457	3.09494588416547	3.70078047831393
1.88478692.88479192	2.92850040823241	4.24510260155539	3.36178051186552	4.12537274300607	2.79062559733884	1.91098704054079
1.88479905.88480488	5.49769591605282	5.5777139975981	4.54838886912754	5.03443661303448	6.84869441143903	6.8453644575571
1.88480831.88481390	2.74354480584677	2.52997794632142	3.25477007127997	2.9453771640773	2.57816046152146	2.12092410915199
1.88486155.88487968	7.36362798041032	5.98688487390628	7.67515687915025	7.65618776486389	8.90636715433516	8.66159228725604
1.88501598.88501884	-0.842925234382593	0.0200089109405504	1.09334267245136	0.212909009934179	0.313733559421397	-1.46279958294888
1.88549429.88550288	7.81721578785093	7.63931497947391	7.71348233314822	6.98506794947329	5.35224958437266	4.16422614644379
1.88556228.88556436	1.1383677547803	1.06984010317454	1.42259583413585	1.63660985115143	1.23462753907998	0.743732752150851
1.88559505.88559867	2.31392439810765	1.58490404295941	1.6790572462816	0.738336313875195	5.35224958437266	4.57799683935812
1.88561368.88561724	0.877450577623278	1.97792793604024	1.67146984786242	0.671965201404652	0.642429464277153	1.10165820502598
1.88626468.88626776	4.77112570952983	6.2373701209145	1.93067116952266	2.54243681165985	1.88752091588481	4.8400851219849
1.88632145.88633141	5.30547920128408	5.06518267472211	4.51190495187563	3.85778549523607	5.48620421556375	5.01449890444871
1.88680249.88680841	4.41740312897898	4.8694329922143	3.29444332582389	2.9453771640773	5.41960375073207	4.64448463774832
1.88683865.88684216	2.92850040823241	1.69263929255248	3.40620754258345	3.87601976576793	2.68539238467651	3.06589955681329
1.88696802.88697107	1.5759426867259	2.1518591326831	1.4146210514522	0.994512231375078	1.88752091588481	1.37602750172374
1.88702237.88702702	2.51328087635683	0.854033460807454	2.80428885353963	2.90200615178864	0.481357601485836	0.974629593229741
1.88705333.88705674	0.930791199636666	0.947729992499902	2.0592031261532	2.98841079643313	-0.238581741036842	0.279457889051245
1.88716582.88717108	4.71790956435398	4.63620088167409	3.04008132100701	1.85147599403042	4.0845038923931	2.12092410915199
1.88722641.88723074	1.93593798571053	1.24744750866648	3.10480110299132	3.40098556498399	1.88752091588481	2.01697431211671
1.88729866.88730536	2.43438685295343	2.88425096142332	4.97562269806832	4.10791130800397	2.8939307347527	2.39706172582277
1.88737638.88737944	0.305186841507884	0.245359168603062	1.05918211789815	1.60911510782964	-1.75597961928803	-0.204521902734363
1.88765959.88766489	6.19000766027756	6.2373701209145	5.13578421573122	4.84984890987667	7.82893860088218	8.12911693211287
1.88782003.88782434	2.70581390507432	2.36769317763809	1.84323640253487	1.35482675602961	1.50579978081961	0.391343673010744
1.88835805.88836274	7.46768028078307	7.37987941569716	6.48408755868445	6.64268650123101	6.84869441143903	7.09714223582376
1.88852911.88853140	3.03659458638483	3.58790291110975	1.01613949663744	2.32961489427103	3.56707899719485	2.72989050452905
1.88863056.88863319	-1.30918770224611	-1.61001486766141	1.23592985548884	1.69116524841152	-2.56368185947821	-1.818370291011
1.88871372.88872033	3.00079878830102	2.32044935669072	3.45575286608772	3.28049284115219	4.56035134215528	1.85719430293204
1.88879131.88879681	5.20704850886957	4.66777037567372	5.71541625060504	6.56004483785893	5.55206463792713	4.87213822664862
1.88882275.88883654	2.43438685295343	2.75399100261984	7.34982416341943	9.68367165314327	1.23462753907998	0.909824847323062
1.88965766.88966891	6.53974142614264	6.44281642929719	6.01471000649701	7.67593167944082	10.095929297849	8.68611586939847
1.88969123.88970028	11.6664094137688	11.6259431255617	9.9311858379704	10.3874622850958	11.9489908485609	11.9205829949088
1.88970350.88970956	7.51899913430756	7.14017390120203	4.82022136400865	5.87053028667691	8.90636715433516	8.64515775173133
1.88978546.88978762	-2.45945516308003	-2.49683450216991	0.0312871370585146	0.0209919668201719	-2.56368185947821	-4.29151945749936
1.88990494.88991507	4.44529244187169	4.83879954467073	4.85941204871308	5.24339706038386	2.79062559733884	4.44299331075096
1.89000428.89000779	-1.11309429506797	-1.01427948328286	0.928874041905613	0.466476436069128	-1.15408328739841	-2.33077477077741
1.89013032.89013260	-1.63457767793631	-1.97160146921124	-0.0238837097518569	0.900097794626349	-3.90635642039712	-2.53138249147935
1.89050131.89050541	3.57926964671441	3.4928284499992	2.53877596794894	3.72844791936236	5.55206463792713	4.79171626677975
1.89051625.89052198	0.713603757167245	0.59426813566784	2.62230106459694	2.30546071044614	0.481357601485836	0.164264862745946
1.89059380.89059603	-3.0278201634199	-0.961400965506707	0.0422217224391304	0.137319188366318	-1.75597961928803	-1.09334212467141
1.89073517.89073922	1.43422675306595	2.05315205699541	3.78527190335214	5.03443661303448	1.63618611313789	2.2481482875528
1.89075356.89075833	-1.41304405644336	-1.1792424940973	1.51733756124295	1.82509669336193	0.138645341515075	-0.819656125112903
1.89091782.89092104	-2.45945516308003	1.03960255261316	0.139202413035092	1.32577560447363	1.50579978081961	-0.767868584749669
1.89099016.89101182	10.2760535370152	10.5028661089173	10.771887519116	10.7641512585764	11.5107139402012	10.6094436001339
1.89106510.89106818	0.930791199636666	0.854033460807454	0.937673297071876	1.14785108842418	1.09334593575352	1.19480208486981
1.89128465.89128976	3.4154850942768	3.4928284499992	3.87227433689964	4.21193068719997	3.47590808414473	3.02225889618747
1.89140858.89141512	3.61143915741019	3.17678772656092	5.38075162369386	5.64119175116299	3.38316740962772	3.21593843822206
1.89149562.89149901	1.80382911016418	2.34412124116509	3.58568875561812	3.46023359227452	4.78589005748503	3.83441459819664
1.89197003.89197309	-0.292579017890636	-0.961400965506707	0.223352553517482	0.604568285277276	-3.11923716827929	-2.23695182657824
1.89202940.89203490	6.39804224108974	5.53662417909567	3.6811358150821	3.6720762052481	4.40563513544911	5.07679757540831
1.89204659.89206109	8.73685207520642	8.88573336220802	8.29036865661276	8.79634805101089	7.82893860088218	7.00677772297525
1.89207196.89207487	6.35697307186677	5.88384782429968	3.32260313695479	5.10984696463672	6.40723680053549	7.42431002394325
1.89208046.89208697	5.42633781158644	4.88469727855031	6.00748952727735	6.23086480298066	5.14564206140385	5.19962541433212
1.89210614.89211347	3.67521284546204	3.47361090990626	4.71901551053338	5.9232822242786	2.12748541705436	1.43502264326837
1.89246609.89247007	2.35436763054957	3.27756064347608	-1.64161585213142	-1.71816998041863	-3.11923716827929	-1.3974463068864
1.89297136.89297945	1.89226650724358	2.99052944145334	4.00775444942356	3.78424787088755	2.79062559733884	2.19761032090778
1.89308816.89309070	-1.11309429506797	-0.138306762986632	1.4305581954942	1.82509669336193	0.313733559421397	-0.291977998509727
1.89313987.89314459	2.47397227951266	2.70989391014557	5.06461860055245	6.29311629673546	3.83177463046154	0.743732752150851
1.89317483.89318501	1.03569772874634	-0.179016726660166	5.36873165007557	8.27932511810949	2.8939307347527	0.0454510399311463
1.89319878.89320445	1.52913622993078	2.24882377088013	2.93249729286448	2.51918419917248	2.57816046152146	1.25593955582027
1.89332497.89333147	4.97986290133283	4.50841032966725	3.59103555839288	3.23972067158563	3.19274236243235	2.86673192749537
1.89352122.89352520	-0.516984882500932	-0.346849154025391	3.33382586185968	2.85829485836317	0.313733559421397	-1.46279958294888
1.89362071.89362882	4.66426871177101	4.65200420090948	4.16915492208697	3.74711065498625	4.24713855590488	3.10919346534844
1.89365033.89365259	2.92850040823241	2.10272844070998	1.09334267245136	1.32577560447363	3.19274236243235	3.98332994022527
1.89365732.89365962	2.9647680448498	1.63905188238301	0.192014135890181	-0.309039892866313	4.0845038923931	4.09253195434981
1.89367009.89367461	2.62958721177994	2.05315205699541	2.02380560936842	1.23760505587188	3.91726821441863	2.72989050452905
1.89368354.89368704	4.50071772671217	5.15359344070784	2.99849291086572	3.91231216287931	5.87104127845372	5.86177133227936
1.89369432.89370032	2.02222765156512	2.27280167440975	4.07676673676756	2.65728282127493	4.24713855590488	1.91098704054079
1.89394596.89395114	2.9647680448498	2.59812049549362	2.1847658596197	2.20778032819748	3.47590808414473	2.44583068772589
1.89395626.89396285	3.61143915741019	3.73664362954667	2.67309326378267	2.23236226044324	5.28413906677993	4.01995905048772
1.89414614.89415273	5.03103868859067	3.09479277680963	3.4612298348342	2.76983878657392	6.11494772655571	4.47700380380593
1.89416115.89416374	4.01341325203633	2.43781903836722	-0.325527941721481	-0.441485374919395	4.0845038923931	4.3571829527752
1.89421157.89421528	2.02222765156512	1.41896325880393	1.42259583413585	1.05643089754027	1.09334593575352	-0.247970494339665
1.89449152.89449658	2.8182584925866	2.88425096142332	4.73230301830143	4.5304171506665	1.63618611313789	3.40290439006252
1.89486230.89486552	4.47306345796632	5.3268080420908	3.12231904748093	3.87601976576793	5.14564206140385	4.25267203676818
1.89491313.89491989	8.05334505186504	7.78358791484325	5.87977301637236	6.02747643032946	6.57640273371211	7.06341281903282
1.89514835.89515145	-0.150874512345458	1.00917419989975	1.93789298308665	1.71822908373142	1.09334593575352	-0.077341157233171
1.89530362.89530646	1.03569772874634	3.60671901985252	2.13627722163819	2.54243681165985	1.23462753907998	1.66445368594491
1.89532330.89533714	10.874992202135	11.10335882908	9.54180948811047	10.2092313165442	6.11494772655571	6.60728841033272
1.89543679.89544096	2.51328087635683	2.59812049549362	2.33444765405451	3.36112087543178	2.46884954533424	3.60329691605907
1.89545186.89545917	5.77493044653793	5.36936465988387	4.72344759877461	5.43137929323334	2.35736976123277	1.964242145594
1.89546345.89546955	2.70581390507432	2.84116500587636	3.87227433689964	4.72389465412138	1.88752091588481	1.16394921098218
1.89548578.89548790	2.19079898411855	2.50707939252723	0.990127568700179	0.931779819302315	2.35736976123277	1.7479321358937
1.89551713.89552158	-0.758171798249515	-0.0189197901255476	3.18030624845937	3.28049284115219	0.138645341515075	1.00670268028078
1.89552594.89552864	1.1383677547803	1.06984010317454	0.619148562246219	1.20786686887121	-0.662623032902359	-0.427562671529667
1.89559773.89560583	3.4154850942768	3.69983608059902	5.05197861445802	5.31638455205458	9.30186243676614	9.30443443900912
1.89561008.89561519	5.56820613269562	4.66777037567372	3.32260313695479	3.30076356806916	7.5993003701911	8.57035564889164
1.89563300.89563614	1.52913622993078	1.95261822900368	1.57180834238759	1.79858432253429	6.79517049891666	5.6395905824431
1.89567331.89567836	3.07215748823171	2.84116500587636	4.35923172650519	3.87601976576793	7.10957637715636	6.7630582455898
1.89579345.89579744	0.877450577623278	0.134375983087841	1.4146210514522	0.431222716279556	-0.238581741036842	0.317106265733474
1.89595855.89596156	0.877450577623278	1.58490404295941	2.28725789182539	2.88019321934253	1.09334593575352	1.55101380617867
1.89606042.89606268	0.116550040999948	-0.759029250877613	1.46228436523336	1.23760505587188	-0.443747176267051	-0.872355498232743
1.89607442.89607829	3.57926964671441	3.88147407425708	3.86719383732234	4.19471705234112	3.47590808414473	2.2481482875528
1.89627115.89627552	1.08730331867285	1.24744750866648	3.08722644229828	3.03111024548284	4.16636530057643	3.9649275674795
1.89631201.89631748	4.69114267085625	6.15081732721849	1.16934221386072	1.55368310781297	9.30186243676614	8.96842652451147
1.89640216.89640549	-0.930169958921586	0.058526252838182	1.11033351804291	0.705275749204654	-2.12406740026301	-1.15144007610871
1.89643151.89643655	3.67521284546204	2.24882377088013	6.16094678343787	6.56004483785893	1.88752091588481	1.19480208486981
1.89646477.89646781	-0.150874512345458	0.693478805965365	1.96668325102631	0.803732034504865	1.09334593575352	1.37602750172374
1.89651762.89652004	2.51328087635683	3.35684122273492	2.17786501815428	2.00705994907904	3.47590808414473	4.1105361872471
1.89656736.89657313	3.07215748823171	4.27861455873579	2.42764749801199	1.85147599403042	5.74543315090592	5.69589334108961
1.89660859.89661409	3.54690800788341	3.33713049688475	3.6811358150821	2.58865616711362	2.8939307347527	3.79656130944009
1.89664516.89665153	4.47306345796632	4.68349960482807	2.95658712619018	3.55755447443487	2.99535738817193	2.68352934544304
1.89670410.89671091	4.16076974571338	5.12425751676946	4.91992257834391	5.33087897224316	7.16043751390801	6.42267540756225
1.89671532.89671813	-1.63457767793631	-0.434010295724366	0.693982991337259	1.55368310781297	-1.15408328739841	-2.14690450070994
1.89680002.89680485	2.62958721177994	2.39116615385796	3.18030624845937	5.03443661303448	1.63618611313789	-0.521149932908092
1.89687686.89687960	3.28076964354862	2.70989391014557	2.28725789182539	2.2812012909779	0.797711733348267	1.8028482694168
1.89695178.89695550	7.3285207907757	7.2455951862444	3.99285870282451	3.6720762052481	7.45672287355372	8.93053216097562
1.89705829.89706120	0.657624412627263	0.458274838499421	1.57954316087551	1.02557125001093	1.09334593575352	1.00670268028078
1.89725621.89725989	2.31392439810765	2.32044935669072	3.86210873881749	4.64395719553205	2.68539238467651	2.39706172582277
1.89735020.89735330	-0.365706031668287	-0.909484812093684	1.23592985548884	1.02557125001093	-1.15408328739841	-1.46279958294888
1.89742271.89743358	9.65699237566095	10.2038513848331	5.90185253851218	5.59981301451358	10.9583237295191	11.3047929556683
1.89752211.89752632	1.1383677547803	1.50260283481802	1.73935991970561	3.49937293704472	2.46884954533424	1.85719430293204
1.89752883.89753788	10.8478350414348	10.5932056805107	8.15993287889832	8.88753221017192	7.78379892672698	7.8330210325092
1.89754272.89754773	8.46509784750248	8.48113446575102	5.18967873619314	5.96255717017827	8.65244027162519	8.57873552010596
1.89791364.89791918	2.92850040823241	3.58790291110975	2.74843501899305	3.23972067158563	4.40563513544911	2.06919731895556
1.89829519.89829739	1.38610444934871	2.2005543561262	0.955222676240757	1.32577560447363	2.35736976123277	2.273245412851
1.89836032.89836685	5.37828461662338	5.76586371887693	3.25477007127997	4.2803116450743	4.32687921021148	5.19962541433212
1.89838597.89839007	3.10748963577121	3.37647988341435	3.04599680016197	2.13337023814524	2.8939307347527	3.00030731310381
1.89846474.89846847	2.8182584925866	1.719226636571	1.93067116952266	2.10834117447401	1.37202168513117	1.66445368594491
1.89850060.89850271	-1.87832078187427	-1.74814194012357	0.812944095135458	0.803732034504865	-0.662623032902359	-2.75278894463405
1.89871161.89871509	1.6223288215908	1.06984010317454	1.55630386296788	0.638398260612313	1.50579978081961	2.04314863309363
1.89873336.89874208	3.7382512028588	1.44699501332007	3.74904777138245	3.42080753921754	6.95438010648867	6.73934242690394
1.89877774.89878137	1.23893723720712	0.854033460807454	2.41442784338468	2.42520053066083	0.642429464277153	1.13290243557063
1.89883611.89884222	3.00079878830102	3.01154173515653	3.27747633782222	3.28049284115219	3.65674013916059	3.68142252414944
1.89884630.89884990	3.61143915741019	4.09199939343492	2.23966421803548	2.65728282127493	3.09494588416547	3.85324539504064
1.89899375.89899697	1.75904530144803	0.854033460807454	0.542986179537266	1.23760505587188	5.41960375073207	5.37948715553592
1.89913086.89913761	4.85016779004936	5.08000188633475	4.15466142622288	4.10791130800397	8.83559271625488	7.49806171662427
1.89915900.89916389	5.35411291186144	1.61204880540639	2.51932390251963	1.17794989983901	4.0845038923931	6.44760117754806
1.89917430.89917921	5.52129212869947	3.84561763931788	2.63504202214245	1.38371260427885	5.74543315090592	6.60728841033272
1.89919983.89920427	1.6223288215908	0.458274838499421	1.00748455543927	0.570468390531607	-2.12406740026301	1.25593955582027
1.89928425.89928654	-0.0146886757274842	0.560681276336308	-0.0912237255263202	-0.223554282588654	1.09334593575352	0.241442345201404
1.89931812.89932265	-0.595353452601173	0.526824885313456	1.30979588376175	1.55368310781297	0.313733559421397	-1.15144007610871
1.89940864.89941330	1.08730331867285	-0.808343908828749	2.2464883630422	2.96693595856747	0.313733559421397	-0.980696069273375
1.89953798.89954120	4.10226645189985	3.98769957135043	3.43928842785762	3.30076356806916	5.00408569337295	4.75927572237774
1.89955194.89955661	-0.67570338571258	-0.808343908828749	1.79897042510759	0.994512231375078	-2.56368185947821	-1.818370291011
1.89960437.89961165	10.2686559936678	9.60732519531451	7.99230625070238	8.53360512531846	10.5213503134288	10.8218762264391
1.89975594.89975919	-0.0821295765397725	0.947729992499902	1.7766963505668	0.963249825255808	-2.12406740026301	-0.568978346596274
1.89978147.89979024	7.00279848089696	8.46472684667693	3.16297529033565	2.9453771640773	5.74543315090592	6.08947457840495
1.90000378.90000788	1.89226650724358	1.82423637487595	2.72969361591856	3.53823018463616	2.57816046152146	1.07021279887546
1.90003905.90004497	5.42633781158644	5.02052216813715	5.49178425458172	6.50035112012707	4.4834474478512	4.80787798155304
1.90018457.90019036	2.59108435860431	1.92718847951385	3.45027031709673	4.05521622328106	0.313733559421397	-0.077341157233171
1.90019403.90020110	4.01341325203633	4.50841032966725	5.22672438808996	4.70798307160023	5.07524891329761	4.46002058330337
1.90030004.90031022	6.37754060986933	7.03286735087348	7.48223128034313	7.22456553042548	3.65674013916059	4.49394331868786
1.90036227.90036747	3.17747066019595	4.69919208559251	2.01669828121029	2.13337023814524	2.57816046152146	2.84415456083752
1.90038761.90039022	-1.30918770224611	-0.909484812093684	1.2688933574522	1.77193687730643	4.00149185308139	4.32253666849217
1.90040004.90040315	1.38610444934871	1.3052681528439	1.65626163695892	1.32577560447363	1.37202168513117	0.743732752150851
1.90048614.90048869	-3.0278201634199	-1.01427948328286	-0.0127821738471408	0.395660559748909	-1.75597961928803	-2.33077477077741
1.90105002.90106175	9.46568772585063	9.91210085062165	8.47801663372806	7.49561978193367	10.2055105828777	10.567009086567
1.90107275.90107775	6.65873965583067	7.11886455503619	4.56655596837401	5.61363740479829	8.79967387971675	8.23904463121426
1.90110184.90110767	3.9231746048542	3.79139812376466	3.79042748342468	3.17797764445445	5.55206463792713	4.96738407496396
1.90113222.90113545	1.66830287017801	2.41454112814337	0.794846270911371	0.868199112483525	0.642429464277153	0.709768778598989
1.90118167.90118803	1.97925576688447	1.61204880540639	3.1281458075478	2.74750637034861	4.32687921021148	3.8155201111465
1.90126315.90126570	0.243332187871307	-0.0189197901255476	0.684698738354391	-0.352606039707638	-1.15408328739841	0.641043321303374
1.90128492.90128970	2.70581390507432	2.94826256967287	2.6477542864205	3.49937293704472	-0.0450097572262287	1.37602750172374
1.90139571.90139898	-0.440473483210167	-0.808343908828749	0.990127568700179	1.52574229426084	-0.443747176267051	-1.09334212467141
1.90145362.90146219	10.1307970401057	10.0508454236854	7.89313901193842	9.24963607956268	9.95669790997644	10.491409856297
1.90186480.90186737	0.983533371994181	1.44699501332007	0.619148562246219	0.604568285277276	1.50579978081961	0.84410927196167
1.90201537.90201854	5.99679294902998	6.43091229431438	4.10121838862194	5.5021407517901	4.63637680853361	4.00167356777207
1.90236122.90236405	-0.758171798249515	0.693478805965365	1.19441724344518	0.501430014495654	0.947844601072215	0.0454510399311463
1.90265840.90266078	-0.365706031668287	-0.523547451250941	0.656727033022733	0.570468390531607	0.797711733348267	-1.15144007610871
1.90268182.90268558	3.95341253916561	4.60448197209198	2.94455532243553	2.23236226044324	5.35224958437266	3.40290439006252
1.90294518.90294790	-0.516984882500932	-0.478470978908622	0.963972992457721	0.501430014495654	-0.443747176267051	-2.14690450070994
1.90303075.90303430	-1.52133918435011	-0.220209211196562	1.71682852026543	1.66395935897945	-0.443747176267051	-1.66983958807214
1.90306303.90306734	2.27318543728931	2.41454112814337	3.74385344937605	4.03754555539267	2.99535738817193	3.17349315518681
1.90308835.90309212	2.14914018034637	1.85016276179452	2.05214206501171	2.15828557943083	0.642429464277153	0.427952725196437
1.90312024.90312385	5.61475627574685	5.08000188633475	3.6863897632928	4.29729098115449	5.41960375073207	6.83367253919953
1.90314318.90314998	4.66426871177101	3.88147407425708	4.539286676594	3.59599728714472	4.78589005748503	4.80787798155304
1.90318926.90319557	4.61019564540943	4.77710961661661	4.79396645492273	5.18438728632324	4.78589005748503	4.54450299066558
1.90334743.90335211	2.78102525171489	4.07474484390728	2.91436093817711	2.65728282127493	-0.238581741036842	-0.247970494339665
1.90351261.90351555	1.93593798571053	3.09479277680963	2.1847658596197	2.51918419917248	2.8939307347527	3.25805198604775
1.90365925.90366413	2.51328087635683	1.92718847951385	3.63362146283012	3.23972067158563	1.50579978081961	1.91098704054079
1.90379432.90379957	6.232159609739	6.2618855771827	2.59032224893938	2.85829485836317	7.45672287355372	7.5397755557099
1.90397430.90397784	4.47306345796632	3.4543245421309	3.4612298348342	3.98420830238331	2.57816046152146	4.19975705669367
1.90399523.90399981	4.69114267085625	5.92268504002851	4.77640598145836	5.07978761893394	8.38101383668735	7.47708782151241
1.90401550.90402081	2.39452017508281	1.79818143940303	3.06370486274423	2.96693595856747	2.79062559733884	3.34130240659586
1.90408580.90409213	7.2219137769771	6.64186043958898	5.30827186763612	5.31638455205458	6.79517049891666	6.15491657451343
1.90424666.90425564	2.74354480584677	2.52997794632142	3.41173518011162	3.26014538784502	1.63618611313789	2.97826759988663
1.90427684.90427931	0.116550040999948	1.36243374525482	1.23592985548884	1.52574229426084	-1.15408328739841	-0.161612913228899
1.90449643.90450091	-0.150874512345458	-0.523547451250941	1.74684869304041	1.66395935897945	-0.238581741036842	0.942338557820062
1.90484740.90485025	0.657624412627263	0.245359168603062	1.73935991970561	1.74515241477943	-0.662623032902359	0.125079243911591
1.90491887.90492313	0.180470269411624	1.33393160824342	3.52111176966054	3.15723860924903	1.37202168513117	1.16394921098218
1.90509309.90510010	1.80382911016418	2.12734884515726	4.58919541621064	4.16014399126034	0.797711733348267	0.974629593229741
1.90514979.90515303	2.8182584925866	3.13594544921529	1.74684869304041	1.29655667543217	3.09494588416547	4.00167356777207
1.90547949.90548634	9.0026038267336	9.50095762317253	5.56596154959704	6.18062323875994	9.36307413802281	8.30198130876754
1.90549323.90549838	4.07279807794201	3.68133928523928	2.82893641267878	2.63449985975909	1.7633682269484	3.04412281883541
1.90551381.90551596	2.19079898411855	2.41454112814337	0.396319394085417	0.395660559748909	0.947844601072215	2.04314863309363
1.90552047.90552463	2.89199407290476	5.72603073691901	1.76925046995242	3.00980208495033	4.16636530057643	4.33988325217748
1.90558847.90559401	9.32654546820872	9.2683860610889	7.69435382188301	8.01916708900982	10.1404398450638	10.3351922539694
1.90588423.90589115	5.99679294902998	7.34916492417045	4.24111231339428	5.16954851649901	3.83177463046154	3.23703639319311
1.90592822.90593034	-1.11309429506797	-2.05109431774407	-0.967693643269201	-0.875122524218942	-3.11923716827929	-2.53138249147935
1.90595663.90596430	2.35436763054957	2.94826256967287	2.79811009191672	2.9453771640773	3.38316740962772	3.54395644296906
1.90603617.90603886	0.366081853000809	0.947729992499902	0.233742013118214	1.14785108842418	-1.43710950200313	-0.077341157233171
1.90609133.90609469	-0.516984882500932	0.693478805965365	0.484945169349777	0.287035508568725	-1.15408328739841	-2.0602960490338
1.90610609.90611224	3.7382512028588	3.21732340546606	7.6310202807395	8.11953535902988	-1.15408328739841	-0.077341157233171
1.90624628.90624908	2.39452017508281	0.492691861604696	0.656727033022733	0.501430014495654	2.00883566936493	3.62293365730579
1.90627252.90627718	8.7499605198299	7.70712724336488	5.51139438404369	5.66862155845623	8.65244027162519	9.85930715042657
